BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename,asin
"{'B005XWR5NA': {'asin': 'B005XWR5NA', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 4.199999995716}, 'name': 'IMAK A10165 Wrist Cushion - Black', 'normalizedName': 'IMAK A10165 Wrist Cushion - Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.48501202568692053}, 'width': {'unit': 'IN', 'value': 1.699999998266}}, 'B00ED3GU1I': {'asin': 'B00ED3GU1I', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 7.299999992554}, 'name': 'Redi-Tag Divider Sticky Notes 60 Ruled Notes, 4 x 6 Inches, Assorted Neon Colors (29500)', 'normalizedName': 'Redi-Tag Divider Sticky Notes 60 Ruled Notes, 4 x 6 Inches, Assorted Neon Colors (29500)', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.19999999983228192}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}, 'B01AM7WF4O': {'asin': 'B01AM7WF4O', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 6.49999999337}, 'name': 'Corning® Tempered Glass Screen Protector for LifeProof NUUD Case - iPhone 6 6s [By Encased] (iPhone 6 4.7"")', 'normalizedName': 'Corning® Tempered Glass Screen Protector for LifeProof NUUD Case - iPhone 6 6s [By Encased] (iPhone 6 4.7"")', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.04999999995807048}, 'width': {'unit': 'IN', 'value': 3.799999996124}}, 'B01BNJL3KC': {'asin': 'B01BNJL3KC', 'height': {'unit': 'IN', 'value': 1.7322834628}, 'length': {'unit': 'IN', 'value': 6.692913379}, 'name': 'Kingston Technology HyperX Impact 16GB Kit (4x4GB) 2400MHz DDR4 CL15 260-pin SODIMM for Laptop HX424S15IBK4/16', 'normalizedName': 'Kingston Technology HyperX Impact 16GB Kit (4x4GB) 2400MHz DDR4 CL15 260-pin SODIMM for Laptop HX424S15IBK4/16', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.13227600700552375}, 'width': {'unit': 'IN', 'value': 4.1732283422}}}",6,00643.jpg,B005XWR5NA
"{'B000KPJEZC': {'asin': 'B000KPJEZC', 'height': {'unit': 'IN', 'value': 2.1259842498}, 'length': {'unit': 'IN', 'value': 13.4645669154}, 'name': 'Umbra Fotofalls Metal Desktop Photo Holder', 'normalizedName': 'Umbra Fotofalls Metal Desktop Photo Holder', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2786680687923422}, 'width': {'unit': 'IN', 'value': 5.6692913328}}, 'B019XLGKXC': {'asin': 'B019XLGKXC', 'height': {'unit': 'IN', 'value': 2.599999997348}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': 'Deluxe SUP Carry Pack – FREE Waist Carry Bag and FREE Large Waterproof Phone Case to stow your Phone and Keys while paddling – by ‘Own the Wave’ tm', 'normalizedName': 'Deluxe SUP Carry Pack – FREE Waist Carry Bag and FREE Large Waterproof Phone Case to stow your Phone and Keys while paddling – by ‘Own the Wave’ tm', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.39999999966456384}, 'width': {'unit': 'IN', 'value': 5.99999999388}}}",4,00753.jpg,B000KPJEZC
"{'B000KPJEZC': {'asin': 'B000KPJEZC', 'height': {'unit': 'IN', 'value': 2.1259842498}, 'length': {'unit': 'IN', 'value': 13.4645669154}, 'name': 'Umbra Fotofalls Metal Desktop Photo Holder', 'normalizedName': 'Umbra Fotofalls Metal Desktop Photo Holder', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2786680687923422}, 'width': {'unit': 'IN', 'value': 5.6692913328}}, 'B019XLGKXC': {'asin': 'B019XLGKXC', 'height': {'unit': 'IN', 'value': 2.599999997348}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': 'Deluxe SUP Carry Pack – FREE Waist Carry Bag and FREE Large Waterproof Phone Case to stow your Phone and Keys while paddling – by ‘Own the Wave’ tm', 'normalizedName': 'Deluxe SUP Carry Pack – FREE Waist Carry Bag and FREE Large Waterproof Phone Case to stow your Phone and Keys while paddling – by ‘Own the Wave’ tm', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.39999999966456384}, 'width': {'unit': 'IN', 'value': 5.99999999388}}, 'B01GSR5AOE': {'asin': 'B01GSR5AOE', 'height': {'unit': 'IN', 'value': 3.25}, 'length': {'unit': 'IN', 'value': 12.5}, 'name': 'Accessory Tray for Mobile Dry Erase Easels and Glassboards', 'normalizedName': 'Accessory Tray for Mobile Dry Erase Easels and Glassboards', 'quantity': 4, 'weight': None, 'width': {'unit': 'IN', 'value': 5.5}}}",7,00754.jpg,B000KPJEZC
"{'B000KPJEZC': {'asin': 'B000KPJEZC', 'height': {'unit': 'IN', 'value': 2.1259842498}, 'length': {'unit': 'IN', 'value': 13.4645669154}, 'name': 'Umbra Fotofalls Metal Desktop Photo Holder', 'normalizedName': 'Umbra Fotofalls Metal Desktop Photo Holder', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2786680687923422}, 'width': {'unit': 'IN', 'value': 5.6692913328}}, 'B01GSR5AOE': {'asin': 'B01GSR5AOE', 'height': {'unit': 'IN', 'value': 3.25}, 'length': {'unit': 'IN', 'value': 12.5}, 'name': 'Accessory Tray for Mobile Dry Erase Easels and Glassboards', 'normalizedName': 'Accessory Tray for Mobile Dry Erase Easels and Glassboards', 'quantity': 4, 'weight': None, 'width': {'unit': 'IN', 'value': 5.5}}}",6,00755.jpg,B000KPJEZC
"{'B002KSKTG0': {'asin': 'B002KSKTG0', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 10.599999989188}, 'name': 'Tedco 8"" X 10"" Sun Art Paper Kit - 15 sheets', 'normalizedName': 'Tedco 8"" X 10"" Sun Art Paper Kit - 15 sheets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 9.099999990718}}, 'B009LMLTR6': {'asin': 'B009LMLTR6', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 12.799999986944}, 'name': 'New Star Foodservice 35544 High Heat Plastic Scalloped Utility Tong, 12-Inch, Red, Set of 12', 'normalizedName': 'Set of 12 New Star Foodservice 35544 High Heat Plastic Scalloped Utility Tong, 12-Inch, Red,', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.0}, 'width': {'unit': 'IN', 'value': 8.599999991228}}, 'B00PSZLHWM': {'asin': 'B00PSZLHWM', 'height': {'unit': 'IN', 'value': 1.99999999796}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'Minecraft Figure 4-pack Hostile Mobs Set', 'normalizedName': 'Minecraft Figure 4-pack Hostile Mobs Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 5.299999994594}}, 'B00UUCE2QG': {'asin': 'B00UUCE2QG', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 13.099999986638}, 'name': 'Pot Lid Organizer Stainless Steel', 'normalizedName': 'Pot Lid Organizer Stainless Steel', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999988259728}, 'width': {'unit': 'IN', 'value': 4.099999995818}}}",4,00909.jpg,B002KSKTG0
"{'B002KSKTG0': {'asin': 'B002KSKTG0', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 10.599999989188}, 'name': 'Tedco 8"" X 10"" Sun Art Paper Kit - 15 sheets', 'normalizedName': 'Tedco 8"" X 10"" Sun Art Paper Kit - 15 sheets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 9.099999990718}}, 'B00PSZLHWM': {'asin': 'B00PSZLHWM', 'height': {'unit': 'IN', 'value': 1.99999999796}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'Minecraft Figure 4-pack Hostile Mobs Set', 'normalizedName': 'Minecraft Figure 4-pack Hostile Mobs Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 5.299999994594}}, 'B00UUCE2QG': {'asin': 'B00UUCE2QG', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 13.099999986638}, 'name': 'Pot Rack Lid Organizer Storage Shelf and Stainless Steel Plate Holder for Kitchen Cabinets Pantry', 'normalizedName': 'Pot Rack Lid Organizer Storage Shelf and Stainless Steel Plate Holder for Kitchen Cabinets Pantry', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999988259728}, 'width': {'unit': 'IN', 'value': 4.099999995818}}}",3,00910.jpg,B002KSKTG0
"{'B002KSKTG0': {'asin': 'B002KSKTG0', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 10.599999989188}, 'name': 'Tedco 8"" X 10"" Sun Art Paper Kit - 15 sheets', 'normalizedName': 'Tedco 8"" X 10"" Sun Art Paper Kit - 15 sheets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 9.099999990718}}, 'B00PSZLHWM': {'asin': 'B00PSZLHWM', 'height': {'unit': 'IN', 'value': 1.99999999796}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'Minecraft Figure 4-pack Hostile Mobs Set', 'normalizedName': 'Minecraft Figure 4-pack Hostile Mobs Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 5.299999994594}}, 'B00UUCE2QG': {'asin': 'B00UUCE2QG', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 13.099999986638}, 'name': 'Pot Rack Lid Organizer Storage Shelf and Stainless Steel Plate Holder for Kitchen Cabinets Pantry', 'normalizedName': 'Pot Rack Lid Organizer Storage Shelf and Stainless Steel Plate Holder for Kitchen Cabinets Pantry', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999988259728}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B01CL1PL40': {'asin': 'B01CL1PL40', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Insulated Double Wall Vacuum Stainless Steel Water Bottle, 17 oz，BPA Free, Keeps Drinks Hot for 12 Hours and Cold for 24 (Silver)', 'normalizedName': 'Insulated Double Wall Vacuum Stainless Steel Water Bottle, 17 oz，BPA Free, Keeps Drinks Hot for 12 Hours and Cold for 24 (Silver)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7999999993291276}, 'width': {'unit': 'IN', 'value': 2.99999999694}}}",4,00911.jpg,B002KSKTG0
"{'1285454316': {'asin': '1285454316', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Life-Span Human Development', 'normalizedName': 'Life-Span Human Development', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.3499999971907215}, 'width': {'unit': 'IN', 'value': 9.099999990718}}, 'B004QMRK1K': {'asin': 'B004QMRK1K', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 13.099999986638}, 'name': 'Shake Weight for Women With Bonus Video Content', 'normalizedName': 'Shake Weight for Women With Bonus Video Content', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.8999999975680875}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B013JT4D88': {'asin': 'B013JT4D88', 'height': {'unit': 'IN', 'value': 0.099999999898}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': 'Aprince Silicone Baking Mat Set (2) Non-Stick Cookie Sheet (Silicone Mat 2)', 'normalizedName': 'Aprince Silicone Baking Mat Set (2) Non-Stick Cookie Sheet (Silicone Mat 2)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7099999994046007}, 'width': {'unit': 'IN', 'value': 11.799999987964}}}",5,00937.jpg,1285454316
"{'1285454316': {'asin': '1285454316', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Life-Span Human Development', 'normalizedName': 'Life-Span Human Development', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.3499999971907215}, 'width': {'unit': 'IN', 'value': 9.099999990718}}, 'B004QMRK1K': {'asin': 'B004QMRK1K', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 13.099999986638}, 'name': 'Shake Weight for Women With Bonus Video Content', 'normalizedName': 'Shake Weight for Women With Bonus Video Content', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.8999999975680875}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B005K8AVEM': {'asin': 'B005K8AVEM', 'height': {'unit': 'IN', 'value': 2.49999999745}, 'length': {'unit': 'IN', 'value': 16.499999983170003}, 'name': 'Snap-N-Store Letter and Legal File Box, 9 1/2 x 14 3/4 x 12 1/4 Inches, White (SNS01808)', 'normalizedName': 'Snap-N-Store Letter and Legal File Box, 9 1/2 x 14 3/4 x 12 1/4 Inches, White (SNS01808)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.7}, 'width': {'unit': 'IN', 'value': 13.49999998623}}, 'B013JT4D88': {'asin': 'B013JT4D88', 'height': {'unit': 'IN', 'value': 0.099999999898}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': 'Aprince Silicone Baking Mat Set (2) Non-Stick Cookie Sheet (Silicone Mat 2)', 'normalizedName': 'Aprince Silicone Baking Mat Set (2) Non-Stick Cookie Sheet (Silicone Mat 2)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7099999994046007}, 'width': {'unit': 'IN', 'value': 11.799999987964}}}",6,00938.jpg,1285454316
"{'1285454316': {'asin': '1285454316', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Life-Span Human Development', 'normalizedName': 'Life-Span Human Development', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.3499999971907215}, 'width': {'unit': 'IN', 'value': 9.099999990718}}, 'B004QMRK1K': {'asin': 'B004QMRK1K', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 13.099999986638}, 'name': 'Shake Weight for Women With Bonus Video Content', 'normalizedName': 'Shake Weight for Women With Bonus Video Content', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.8999999975680875}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B013JT4D88': {'asin': 'B013JT4D88', 'height': {'unit': 'IN', 'value': 0.099999999898}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': 'Aprince Silicone Baking Mat Set (2) Non-Stick Cookie Sheet (Silicone Mat 2)', 'normalizedName': 'Aprince Silicone Baking Mat Set (2) Non-Stick Cookie Sheet (Silicone Mat 2)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7099999994046007}, 'width': {'unit': 'IN', 'value': 11.799999987964}}}",5,00939.jpg,1285454316
"{'0133486877': {'asin': '0133486877', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 9.199999990616}, 'name': 'Introduction to Econometrics, Update (3rd Edition) (Pearson Series in Economics)', 'normalizedName': 'Introduction to Econometrics, Update (3rd Edition) (Pearson Series in Economics)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.75}, 'width': {'unit': 'IN', 'value': 7.399999992452001}}, '0307406199': {'asin': '0307406199', 'height': {'unit': 'IN', 'value': 0.699999999286}, 'length': {'unit': 'IN', 'value': 8.099999991738}, 'name': ""You're So Money: Live Rich, Even When You're Not"", 'normalizedName': ""You're So Money: Live Rich, Even When You're Not"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 5.49999999439}}, '0312564945': {'asin': '0312564945', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 8.199999991636}, 'name': 'The September Society (Charles Lenox Mysteries)', 'normalizedName': 'The September Society (Charles Lenox Mysteries)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6}, 'width': {'unit': 'IN', 'value': 5.399999994492}}, '0385522045': {'asin': '0385522045', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 7.899999991942001}, 'name': ""Outcasts United: An American Town, a Refugee Team, and One Woman's Quest to Make a Difference"", 'normalizedName': ""Outcasts United: An American Town, a Refugee Team, and One Woman's Quest to Make a Difference"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.57}, 'width': {'unit': 'IN', 'value': 5.099999994798}}, '0448190834': {'asin': '0448190834', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 7.699999992146}, 'name': 'The Velveteen Rabbit (Reading Railroad)', 'normalizedName': 'The Velveteen Rabbit (Reading Railroad)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 7.699999992146}}, '0756698472': {'asin': '0756698472', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 8.599999991228}, 'name': 'DK Readers L2: LEGO Monster Fighters: Meet the Monsters', 'normalizedName': 'DK Readers L2: LEGO Monster Fighters: Meet the Monsters', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.14999999987421142}, 'width': {'unit': 'IN', 'value': 5.699999994186001}}, '1416915400': {'asin': '1416915400', 'height': {'unit': 'IN', 'value': 0.40157480274}, 'length': {'unit': 'IN', 'value': 9.09842518757}, 'name': 'The Luck of the Irish (Ready-To-Read Robin Hill School - Level 1)', 'normalizedName': 'The Luck of the Irish (Ready-To-Read Robin Hill School - Level 1)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3000050461296}, 'width': {'unit': 'IN', 'value': 6.20078739525}}, '157224058X': {'asin': '157224058X', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 8.899999990922}, 'name': ""I Can't Get Over It: A Handbook for Trauma Survivors"", 'normalizedName': ""I Can't Get Over It: A Handbook for Trauma Survivors"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.0}, 'width': {'unit': 'IN', 'value': 5.99999999388}}, 'B0055O1ZF0': {'asin': 'B0055O1ZF0', 'height': {'unit': 'IN', 'value': 0.68110236151}, 'length': {'unit': 'IN', 'value': 7.92913385018}, 'name': 'Loyalty and Respect (Marvel Spider - Man & Friends)', 'normalizedName': 'Loyalty and Respect (Marvel Spider - Man & Friends)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.68}, 'width': {'unit': 'IN', 'value': 6.35826771005}}}",9,00949.jpg,0133486877
"{'0133486877': {'asin': '0133486877', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 9.199999990616}, 'name': 'Introduction to Econometrics, Update (3rd Edition) (Pearson Series in Economics)', 'normalizedName': 'Introduction to Econometrics, Update (3rd Edition) (Pearson Series in Economics)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.75}, 'width': {'unit': 'IN', 'value': 7.399999992452001}}, '0307406199': {'asin': '0307406199', 'height': {'unit': 'IN', 'value': 0.699999999286}, 'length': {'unit': 'IN', 'value': 8.099999991738}, 'name': ""You're So Money: Live Rich, Even When You're Not"", 'normalizedName': ""You're So Money: Live Rich, Even When You're Not"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 5.49999999439}}, '0312564945': {'asin': '0312564945', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 8.199999991636}, 'name': 'The September Society (Charles Lenox Mysteries)', 'normalizedName': 'The September Society (Charles Lenox Mysteries)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6}, 'width': {'unit': 'IN', 'value': 5.399999994492}}, '0373659679': {'asin': '0373659679', 'height': {'unit': 'IN', 'value': 0.67}, 'length': {'unit': 'IN', 'value': 6.54}, 'name': 'Marriage, Maverick Style! (Montana Mavericks: The Baby Bonanza)', 'normalizedName': 'Marriage, Maverick Style! (Montana Mavericks: The Baby Bonanza)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.25}, 'width': {'unit': 'IN', 'value': 4.25}}, '0373719655': {'asin': '0373719655', 'height': {'unit': 'IN', 'value': 0.5905511805}, 'length': {'unit': 'IN', 'value': 6.692913379}, 'name': ""The Single Dad's Redemption (Aspen Creek Crossroads)"", 'normalizedName': ""The Single Dad's Redemption (Aspen Creek Crossroads)"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.2645547144}, 'width': {'unit': 'IN', 'value': 4.330708657}}, '0385522045': {'asin': '0385522045', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 7.899999991942001}, 'name': ""Outcasts United: An American Town, a Refugee Team, and One Woman's Quest to Make a Difference"", 'normalizedName': ""Outcasts United: An American Town, a Refugee Team, and One Woman's Quest to Make a Difference"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.57}, 'width': {'unit': 'IN', 'value': 5.099999994798}}, '0448190834': {'asin': '0448190834', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 7.699999992146}, 'name': 'The Velveteen Rabbit (Reading Railroad)', 'normalizedName': 'The Velveteen Rabbit (Reading Railroad)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 7.699999992146}}, '0756698472': {'asin': '0756698472', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 8.599999991228}, 'name': 'DK Readers L2: LEGO Monster Fighters: Meet the Monsters', 'normalizedName': 'DK Readers L2: LEGO Monster Fighters: Meet the Monsters', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.14999999987421142}, 'width': {'unit': 'IN', 'value': 5.699999994186001}}, '1416915400': {'asin': '1416915400', 'height': {'unit': 'IN', 'value': 0.40157480274}, 'length': {'unit': 'IN', 'value': 9.09842518757}, 'name': 'The Luck of the Irish (Ready-To-Read Robin Hill School - Level 1)', 'normalizedName': 'The Luck of the Irish (Ready-To-Read Robin Hill School - Level 1)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3000050461296}, 'width': {'unit': 'IN', 'value': 6.20078739525}}, '157224058X': {'asin': '157224058X', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 8.899999990922}, 'name': ""I Can't Get Over It: A Handbook for Trauma Survivors"", 'normalizedName': ""I Can't Get Over It: A Handbook for Trauma Survivors"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.0}, 'width': {'unit': 'IN', 'value': 5.99999999388}}, 'B0055O1ZF0': {'asin': 'B0055O1ZF0', 'height': {'unit': 'IN', 'value': 0.68110236151}, 'length': {'unit': 'IN', 'value': 7.92913385018}, 'name': 'Loyalty and Respect (Marvel Spider - Man & Friends)', 'normalizedName': 'Loyalty and Respect (Marvel Spider - Man & Friends)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.68}, 'width': {'unit': 'IN', 'value': 6.35826771005}}}",11,00950.jpg,0133486877
"{'B005G2RY6U': {'asin': 'B005G2RY6U', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 6.8499999930129984}, 'name': 'Buyers Products CC400 Conduit Carrier', 'normalizedName': 'Buyers Products CC400 Conduit Carrier', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 4.24999999643599}, 'width': {'unit': 'IN', 'value': 6.649999993217}}, 'B00A6TKLRC': {'asin': 'B00A6TKLRC', 'height': {'unit': 'IN', 'value': 3.299999996634}, 'length': {'unit': 'IN', 'value': 10.299999989494001}, 'name': 'Hard White Wheat Berries | Non-GMO Project Verified | 100% Non-Irradiated | Certified Kosher Parve | USA Grown |Identity Preserved (We tell you which field we grew it in) É', 'normalizedName': 'Hard White Wheat Berries | Non-GMO Project Verified | 100% Non-Irradiated | Certified Kosher Parve | USA Grown |Identity Preserved (We tell you which field we grew it in) É', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 5.5}, 'width': {'unit': 'IN', 'value': 6.399999993472}}}",3,00951.jpg,B005G2RY6U
"{'B005G2RY6U': {'asin': 'B005G2RY6U', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 6.8499999930129984}, 'name': 'Buyers Products CC400 Conduit Carrier', 'normalizedName': 'Buyers Products CC400 Conduit Carrier', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.24999999643599}, 'width': {'unit': 'IN', 'value': 6.649999993217}}, 'B00A6TKLRC': {'asin': 'B00A6TKLRC', 'height': {'unit': 'IN', 'value': 3.299999996634}, 'length': {'unit': 'IN', 'value': 10.299999989494001}, 'name': 'Hard White Wheat Berries | Non-GMO Project Verified | 100% Non-Irradiated | Certified Kosher Parve | USA Grown |Identity Preserved (We tell you which field we grew it in) É', 'normalizedName': 'Hard White Wheat Berries | Non-GMO Project Verified | 100% Non-Irradiated | Certified Kosher Parve | USA Grown |Identity Preserved (We tell you which field we grew it in) É', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 5.5}, 'width': {'unit': 'IN', 'value': 6.399999993472}}}",2,00952.jpg,B005G2RY6U
"{'B000OONS0G': {'asin': 'B000OONS0G', 'height': {'unit': 'IN', 'value': 0.53937007819}, 'length': {'unit': 'IN', 'value': 5.54724408883}, 'name': 'Boogybytes, Vol. 3', 'normalizedName': 'Boogybytes, Vol. 3', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.1770752888384}, 'width': {'unit': 'IN', 'value': 4.97244093981}}, 'B00313O6H6': {'asin': 'B00313O6H6', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 5.599999994288}, 'name': 'Behind the Smile', 'normalizedName': 'Behind the Smile', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B00DM8JXLO': {'asin': 'B00DM8JXLO', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 5.599999994287999}, 'name': 'Whirlpool 49572A Gas Conversion Kit', 'normalizedName': 'Whirlpool 49572A Gas Conversion Kit', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.10000000000000002}, 'width': {'unit': 'IN', 'value': 5.199999994696}}, 'B00KTFGIKM': {'asin': 'B00KTFGIKM', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 7.399999992452001}, 'name': 'Lifefactory 4-Cup Glass Food Storage with Silicone Sleeve, Huckleberry', 'normalizedName': 'Lifefactory 4-Cup Glass Food Storage with Silicone Sleeve, Huckleberry', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.8999999999999997}, 'width': {'unit': 'IN', 'value': 6.599999993268}}}",4,00953.jpg,B000OONS0G
