BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename
"{'B001EQ4DXE': {'asin': 'B001EQ4DXE', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Crystal Light On The Go Natural Lemonade, 10 Count Packets (Pack of 6)', 'normalizedName': '(Pack of 6) Crystal Light On The Go Natural Lemonade, 10 Count Packets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8000000000000002}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B00ATDA8C8': {'asin': 'B00ATDA8C8', 'height': {'unit': 'IN', 'value': 0.7086614166}, 'length': {'unit': 'IN', 'value': 6.692913379}, 'name': 'Cable Matters Micro USB to HDMI Cable with Built-in USB Cable for Samsung Galaxy S3/S4 and Note 2 in Black', 'normalizedName': 'Cable Matters Micro USB to HDMI Cable with Built-in USB Cable for Samsung Galaxy S3/S4 and Note 2 in Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.35273601897719786}, 'width': {'unit': 'IN', 'value': 6.4566929068}}, 'B00Y20X6BE': {'asin': 'B00Y20X6BE', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 5.299999994594}, 'name': 'M8x1.25mm Stainless Steel Hex Flange Nylon Insert Lock Nuts 10 Pcs', 'normalizedName': 'M8x1.25mm Stainless Steel Hex Flange Nylon Insert Lock Nuts 10 Pcs', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 3.199999996736}}, 'B017NI2TPU': {'asin': 'B017NI2TPU', 'height': {'unit': 'IN', 'value': 1.181102361}, 'length': {'unit': 'IN', 'value': 3.543307083}, 'name': 'LG Volt 2 Case, LG Magna Case, Harryshell(TM) Colorful Slim Tpu Gel Flexible Silicone Soft Case Cover Skin Protective for LG Volt 2 C90 LS751', 'normalizedName': 'LG Volt 2 Case, LG Magna Case, Harryshell(TM) Colorful Slim Tpu Gel Flexible Silicone Soft Case Cover Skin Protective for LG Volt 2 C90 LS751', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 1.968503935}}, 'B01E7K52XS': {'asin': 'B01E7K52XS', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 6.099999993778}, 'name': 'Galaxy S7 Edge Case, Bling Bling Glimmer Glitter Animal Print Leopard Sparkle TPU Full Cover Case for Samsung Galaxy S7 edge by iSee Case (Glimmer Leopard Gold)', 'normalizedName': 'Galaxy S7 Edge Case, Bling Bling Glimmer Glitter Animal Print Leopard Sparkle TPU Full Cover Case for Samsung Galaxy S7 edge by iSee Case (Glimmer Leopard Gold)', 'quantity': 5, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 3.799999996124}}}",10,00800.jpg
"{'B009CI5Y02': {'asin': 'B009CI5Y02', 'height': {'unit': 'IN', 'value': 5.899999993982}, 'length': {'unit': 'IN', 'value': 12.399999987352}, 'name': ""Eco Hold Rug Pad 5' x 8' - 100% Heavier and Thicker than Most Rug Pads, Provides Extra Cushion, For All Hard Surfaces, Earth Friendly"", 'normalizedName': ""Eco Hold Rug Pad 5' x 8' - 100% Heavier and Thicker than Most Rug Pads, Provides Extra Cushion, For All Hard Surfaces, Earth Friendly"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 3.55}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}}",2,00801.jpg
"{'B009CI5Y02': {'asin': 'B009CI5Y02', 'height': {'unit': 'IN', 'value': 5.899999993982}, 'length': {'unit': 'IN', 'value': 12.399999987352}, 'name': ""Eco Hold Rug Pad 5' x 8' - 100% Heavier and Thicker than Most Rug Pads, Provides Extra Cushion, For All Hard Surfaces, Earth Friendly"", 'normalizedName': ""Eco Hold Rug Pad 5' x 8' - 100% Heavier and Thicker than Most Rug Pads, Provides Extra Cushion, For All Hard Surfaces, Earth Friendly"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 3.55}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}, 'B01BLZ44J0': {'asin': 'B01BLZ44J0', 'height': {'unit': 'IN', 'value': 4.399999995512001}, 'length': {'unit': 'IN', 'value': 12.99999998674}, 'name': 'Sleep Guardian Premium King Mattress Encasement - Lab Tested Waterproof, Bed Bug Proof, Hypoallergenic Zippered Encasement - Protects from Bed Bugs, Dust Mites & Fluids', 'normalizedName': 'Sleep Guardian Premium King Mattress Encasement - Lab Tested Waterproof, Bed Bug Proof, Hypoallergenic Zippered Encasement - Protects from Bed Bugs, Dust Mites & Fluids', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.649999996939144}, 'width': {'unit': 'IN', 'value': 11.299999988474}}}",3,00802.jpg
"{'B009AA2FAY': {'asin': 'B009AA2FAY', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 3.199999996736}, 'name': 'Dorman 590-200 Front Impact Sensor', 'normalizedName': 'Dorman 590-200 Front Impact Sensor', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 3.099999996838}}, 'B01BDT61RC': {'asin': 'B01BDT61RC', 'height': {'unit': 'IN', 'value': 2.699999997246}, 'length': {'unit': 'IN', 'value': 6.899999992962}, 'name': ""Oakley Women's Moonlighter Steel/Black Iridium Polarized"", 'normalizedName': ""Oakley Women's Moonlighter Steel/Black Iridium Polarized"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.29999999974842284}, 'width': {'unit': 'IN', 'value': 3.49999999643}}}",3,00803.jpg
"{'B01BDT61RC': {'asin': 'B01BDT61RC', 'height': {'unit': 'IN', 'value': 2.699999997246}, 'length': {'unit': 'IN', 'value': 6.899999992962}, 'name': ""Oakley Women's Moonlighter Steel/Black Iridium Polarized"", 'normalizedName': ""Oakley Women's Moonlighter Steel/Black Iridium Polarized"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.29999999974842284}, 'width': {'unit': 'IN', 'value': 3.49999999643}}}",1,00804.jpg
"{'B00GHYKQU2': {'asin': 'B00GHYKQU2', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 12.299999987454}, 'name': 'Disney Frozen Figurine Play Set', 'normalizedName': 'Disney Frozen Figurine Play Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.0}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}, 'B00NUC8UO8': {'asin': 'B00NUC8UO8', 'height': {'unit': 'IN', 'value': 3.899999996022}, 'length': {'unit': 'IN', 'value': 12.99999998674}, 'name': 'Theater Solutions SA200 Subwoofer Amplifier', 'normalizedName': 'Theater Solutions SA200 Subwoofer Amplifier', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.65}, 'width': {'unit': 'IN', 'value': 7.599999992248}}}",2,00805.jpg
"{'B00GHYKQU2': {'asin': 'B00GHYKQU2', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 12.299999987454}, 'name': 'Disney Frozen Figurine Play Set', 'normalizedName': 'Disney Frozen Figurine Play Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.0}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}}",1,00806.jpg
"{'B0027IQC78': {'asin': 'B0027IQC78', 'height': {'unit': 'IN', 'value': 6.99999999286}, 'length': {'unit': 'IN', 'value': 17.99999998164}, 'name': 'Sojos Complete Grain Free Freeze-Dried Turkey Raw Natural Dry Dog Food Mix, 8-Pound Bag', 'normalizedName': 'Sojos Complete Grain Free Freeze-Dried Turkey Raw Natural Dry Dog Food Mix, 8-Pound Bag', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 8.299999993039698}, 'width': {'unit': 'IN', 'value': 13.99999998572}}, 'B00GHYKQU2': {'asin': 'B00GHYKQU2', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 12.299999987454}, 'name': 'Disney Frozen Figurine Play Set', 'normalizedName': 'Disney Frozen Figurine Play Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.0}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}}",2,00807.jpg
"{'B00CAZAU62': {'asin': 'B00CAZAU62', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 5.199999994696}, 'name': 'Dr. Tobias Omega 3 Fish Oil Triple Strength 180 Caps', 'normalizedName': 'Dr. Tobias Omega 3 Fish Oil Triple Strength 180 Caps', 'quantity': 6, 'weight': {'unit': 'pounds', 'value': 0.1999999998322819}, 'width': {'unit': 'IN', 'value': 2.699999997246}}}",6,00808.jpg
"{'B010LP80YG': {'asin': 'B010LP80YG', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 10.49999998929}, 'name': '10x MR16 7.5W 60W Equivalent Dimmable Warm White 3000K 12V LED Bulb - Ultra Bright Spot Light Lamp Bulbs,Glass Lens Replacement Bulb Equivalent to 50W-60 Watt Halogen,38 Degree Beam Angle New JACKYLED Technology SMD Chips Recessed Track Lighting,550LM,Compatible with JACKYLED Dimmers,Standard MR16 Shape,10 Years Lifespan,Input:12V AC/DC', 'normalizedName': '10x MR16 7.5W 60W Equivalent Dimmable Warm White 3000K 12V LED Bulb - Ultra Bright Spot Light Lamp Bulbs,Glass Lens Replacement Bulb Equivalent to 50W-60 Watt Halogen,38 Degree Beam Angle New JACKYLED Technology SMD Chips Recessed Track Lighting,550LM,Compatible with JACKYLED Dimmers,Standard MR16 Shape,10 Years Lifespan,Input:12V AC/DC', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2499999989517618}, 'width': {'unit': 'IN', 'value': 4.299999995614}}, 'B015J4I51M': {'asin': 'B015J4I51M', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 8.99999999082}, 'name': 'Catit Senses 2.0 Cat Grass Kit (Set of 3)', 'normalizedName': '(Set of 3) Catit Senses 2.0 Cat Grass Kit', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.2999999989098323}, 'width': {'unit': 'IN', 'value': 7.799999992044}}}",3,00809.jpg
"{'B010ITBPXS': {'asin': 'B010ITBPXS', 'height': {'unit': 'IN', 'value': 5.599999994287999}, 'length': {'unit': 'IN', 'value': 9.299999990514001}, 'name': 'Aromyst Ultrasonic Glass Diffuser (Black) - Essential Oil Aromatherapy, 8+ Hours Operating Time - 100% Satisfaction Guarantee', 'normalizedName': 'Aromyst Ultrasonic Glass Diffuser (Black) - Essential Oil Aromatherapy, 8+ Hours Operating Time - 100% Satisfaction Guarantee', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.199999998155101}, 'width': {'unit': 'IN', 'value': 7.799999992044}}, 'B010LP80YG': {'asin': 'B010LP80YG', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 10.49999998929}, 'name': '10x MR16 7.5W 60W Equivalent Dimmable Warm White 3000K 12V LED Bulb - Ultra Bright Spot Light Lamp Bulbs,Glass Lens Replacement Bulb Equivalent to 50W-60 Watt Halogen,38 Degree Beam Angle New JACKYLED Technology SMD Chips Recessed Track Lighting,550LM,Compatible with JACKYLED Dimmers,Standard MR16 Shape,10 Years Lifespan,Input:12V AC/DC', 'normalizedName': '10x MR16 7.5W 60W Equivalent Dimmable Warm White 3000K 12V LED Bulb - Ultra Bright Spot Light Lamp Bulbs,Glass Lens Replacement Bulb Equivalent to 50W-60 Watt Halogen,38 Degree Beam Angle New JACKYLED Technology SMD Chips Recessed Track Lighting,550LM,Compatible with JACKYLED Dimmers,Standard MR16 Shape,10 Years Lifespan,Input:12V AC/DC', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2499999989517618}, 'width': {'unit': 'IN', 'value': 4.299999995614}}, 'B015J4I51M': {'asin': 'B015J4I51M', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 8.99999999082}, 'name': 'Catit Senses 2.0 Cat Grass Kit (Set of 3)', 'normalizedName': '(Set of 3) Catit Senses 2.0 Cat Grass Kit', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.2999999989098323}, 'width': {'unit': 'IN', 'value': 7.799999992044}}}",4,00810.jpg
"{'B00NBXS08M': {'asin': 'B00NBXS08M', 'height': {'unit': 'IN', 'value': 1.599999998368}, 'length': {'unit': 'IN', 'value': 13.49999998623}, 'name': 'Weight Watchers by Conair Glass Body Analysis Scale', 'normalizedName': 'Weight Watchers by Conair Glass Body Analysis Scale', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.4}, 'width': {'unit': 'IN', 'value': 12.799999986944}}, 'B016T9L46O': {'asin': 'B016T9L46O', 'height': {'unit': 'IN', 'value': 0.787401574}, 'length': {'unit': 'IN', 'value': 10.629921249}, 'name': 'NuAns MAGMAT - Desk Organizer Mat with Magnetic Cable Holder - Khaki- Magnet Works with Apple Genuine Lightning Cable, may not work with 3rd party cable - Japanese designed brand - Ideal for gift', 'normalizedName': 'NuAns MAGMAT - Desk Organizer Mat with Magnetic Cable Holder - Khaki- Magnet Works with Apple Genuine Lightning Cable, may not work with 3rd party cable - Japanese designed brand - Ideal for gift', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 8.661417314}}, 'B019W307NA': {'asin': 'B019W307NA', 'height': {'unit': 'IN', 'value': 2.599999997348}, 'length': {'unit': 'IN', 'value': 15.099999984598}, 'name': 'Gel-a-Peel Deluxe Craft Kit (5 Pack)', 'normalizedName': '(5 Pack) Gel-a-Peel Deluxe Craft Kit', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2499999989517618}, 'width': {'unit': 'IN', 'value': 12.899999986842}}}",4,00811.jpg
"{'0132836726': {'asin': '0132836726', 'height': {'unit': 'IN', 'value': 0.6999999992859999}, 'length': {'unit': 'IN', 'value': 10.699999989085999}, 'name': 'Foundations of American Education: Becoming Effective Teachers in Challenging Times (16th Edition)', 'normalizedName': 'Foundations of American Education: Becoming Effective Teachers in Challenging Times (16th Edition)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.7500000000000002}, 'width': {'unit': 'IN', 'value': 8.49999999133}}, '0133450899': {'asin': '0133450899', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Consumer Behavior: Buying, Having, and Being (11th Edition)', 'normalizedName': 'Consumer Behavior: Buying, Having, and Being (11th Edition)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.05}, 'width': {'unit': 'IN', 'value': 8.699999991126}}, 'B008YA1ZXO': {'asin': 'B008YA1ZXO', 'height': {'unit': 'IN', 'value': 6.599999993268}, 'length': {'unit': 'IN', 'value': 12.49999998725}, 'name': 'Barista Prima Coffeehouse Dark Roast Extra Bold K-Cup for Keurig Brewers, Italian Roast Coffee (Count of 96)', 'normalizedName': 'Barista Prima Coffeehouse Dark Roast Extra Bold K-Cup for Keurig Brewers, Italian Roast Coffee (Count of 96)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.29999999639406}, 'width': {'unit': 'IN', 'value': 10.399999989392}}}",3,00812.jpg
"{'0062466348': {'asin': '0062466348', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 8.99999999082}, 'name': 'All Summer Long LP: A Novel', 'normalizedName': 'All Summer Long LP: A Novel', 'quantity': 6, 'weight': {'unit': 'pounds', 'value': 1.189999999002077}, 'width': {'unit': 'IN', 'value': 5.99999999388}}, '0132836726': {'asin': '0132836726', 'height': {'unit': 'IN', 'value': 0.6999999992859999}, 'length': {'unit': 'IN', 'value': 10.699999989085999}, 'name': 'Foundations of American Education: Becoming Effective Teachers in Challenging Times (16th Edition)', 'normalizedName': 'Foundations of American Education: Becoming Effective Teachers in Challenging Times (16th Edition)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.7500000000000002}, 'width': {'unit': 'IN', 'value': 8.49999999133}}, '0133450899': {'asin': '0133450899', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Consumer Behavior: Buying, Having, and Being (11th Edition)', 'normalizedName': 'Consumer Behavior: Buying, Having, and Being (11th Edition)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.05}, 'width': {'unit': 'IN', 'value': 8.699999991126}}}",8,00813.jpg
"{'B00IJFFF1M': {'asin': 'B00IJFFF1M', 'height': {'unit': 'IN', 'value': 3.099999996838}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': ""L'Occitane Almond Milk Concentrate, 7 fl. oz."", 'normalizedName': ""L'Occitane Almond Milk Concentrate, 7 fl. oz."", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.15}, 'width': {'unit': 'IN', 'value': 3.099999996838}}, 'B013HIBZZK': {'asin': 'B013HIBZZK', 'height': {'unit': 'IN', 'value': 1.699999998266}, 'length': {'unit': 'IN', 'value': 7.799999992044}, 'name': 'Ballistic Cell Phone Case for Samsung Grand Prime - Retail Packaging - Black', 'normalizedName': 'Ballistic Cell Phone Case for Samsung Grand Prime - Retail Packaging - Black', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B018YNOEX8': {'asin': 'B018YNOEX8', 'height': {'unit': 'IN', 'value': 0.58267716476}, 'length': {'unit': 'IN', 'value': 7.09842518961}, 'name': 'Portrait of a Serial Monogamist', 'normalizedName': 'Portrait of a Serial Monogamist', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.1833364170792}, 'width': {'unit': 'IN', 'value': 5.41732282912}}}",6,00814.jpg
"{'B001UN6U0U': {'asin': 'B001UN6U0U', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 3.799999996124}, 'name': 'Winsor & Newton Artisan Water Mixable Oil Color, 37ml, Olive Green', 'normalizedName': 'Winsor & Newton Artisan Water Mixable Oil Color, 37ml, Olive Green', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 0.899999999082}}, 'B0060KTZ0A': {'asin': 'B0060KTZ0A', 'height': {'unit': 'IN', 'value': 0.6999999992859999}, 'length': {'unit': 'IN', 'value': 3.899999996022}, 'name': 'Winton Oil Paint 37ml/Tube-Naples Yellow Hue', 'normalizedName': 'Winton Oil Paint 37ml/Tube-Naples Yellow Hue', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 0.6999999992859999}}, 'B00BFID4Z4': {'asin': 'B00BFID4Z4', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 3.49999999643}, 'name': 'Suddora Mouth Guards - Protective Sports Safety Gear w/ Vented Case (Purple)', 'normalizedName': 'Suddora Mouth Guards - Protective Sports Safety Gear w/ Vented Case (Purple)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.09999999991614096}, 'width': {'unit': 'IN', 'value': 2.99999999694}}, 'B00LVN3R3W': {'asin': 'B00LVN3R3W', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 5.099999994798}, 'name': 'Suunto Ambit3 Peak HR Running GPS Unit, Sapphire', 'normalizedName': 'Suunto Ambit3 Peak HR Running GPS Unit, Sapphire', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}, 'B00ON1GUCY': {'asin': 'B00ON1GUCY', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 5.399999994492}, 'name': 'CoverGirl Makeup Masters 3 in 1 Pencil Sharpener', 'normalizedName': 'CoverGirl Makeup Masters 3 in 1 Pencil Sharpener', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 1.799999998164}}, 'B00OQ0RG66': {'asin': 'B00OQ0RG66', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 4.9999999949}, 'name': '10ft 3RCA male to female Audio Composite extension Video Cable DVD', 'normalizedName': '10ft 3RCA male to female Audio Composite extension Video Cable DVD', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.09999999991614096}, 'width': {'unit': 'IN', 'value': 1.599999998368}}, 'B00UFGBWVK': {'asin': 'B00UFGBWVK', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 5.199999994696}, 'name': 'ZWXJ New Li-Polymer Phone Battery (11.4Wh 3000mAh 3.8V) for Sony Xperia Z1 C6902 C6903 C6906 C6943 L39h 1588-4170 LIS1525ERPC', 'normalizedName': 'ZWXJ New Li-Polymer Phone Battery (11.4Wh 3000mAh 3.8V) for Sony Xperia Z1 C6902 C6903 C6906 C6943 L39h 1588-4170 LIS1525ERPC', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 3.799999996124}}, 'B00V9VNALA': {'asin': 'B00V9VNALA', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 6.599999993268}, 'name': 'MAXAH&reg; Samsung Galaxy S6 0.33mm Tempered Glass Screen Protector Film,2.5D Edge / 9H Hardness / 99.99% Clarity / Self-healing / Bubble-free Shield / Anti-scratch / Fingerprint Resistant / Explosion Proof / Silicone Adhesive / Oleophobic / Anti-glare / Matte / High Sensitivity / Completely Transparent / High Definition (HD)', 'normalizedName': 'MAXAH&reg; Samsung Galaxy S6 0.33mm Tempered Glass Screen Protector Film,2.5D Edge / 9H Hardness / 99.99% Clarity / Self-healing / Bubble-free Shield / Anti-scratch / Fingerprint Resistant / Explosion Proof / Silicone Adhesive / Oleophobic / Anti-glare / Matte / High Sensitivity / Completely Transparent / High Definition (HD)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}}",9,00815.jpg
"{'B0000AY9W6': {'asin': 'B0000AY9W6', 'height': {'unit': 'IN', 'value': 4.5669291292}, 'length': {'unit': 'IN', 'value': 7.9527558974}, 'name': 'Camco 44412 Wheel Chock - Single', 'normalizedName': 'Camco 44412 Wheel Chock - Single', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4409200237214973}, 'width': {'unit': 'IN', 'value': 4.8818897588}}}",1,00816.jpg
"{'B016A9SR9K': {'asin': 'B016A9SR9K', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 6.99999999286}, 'name': 'Mr Shield For HTC One A9 [Tempered Glass] Screen Protector [0.3mm Ultra Thin 9H Hardness 2.5D Round Edge] with Lifetime Replacement Warranty', 'normalizedName': 'Mr Shield For HTC One A9 [Tempered Glass] Screen Protector [0.3mm Ultra Thin 9H Hardness 2.5D Round Edge] with Lifetime Replacement Warranty', 'quantity': 17, 'weight': {'unit': 'pounds', 'value': 0.14999999987421142}, 'width': {'unit': 'IN', 'value': 4.599999995308}}}",17,00817.jpg
"{'B008OFGXEK': {'asin': 'B008OFGXEK', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'Knorr Caldo De Tomate Mexican Tomato and Chicken Bouillon, 35.3-Ounce', 'normalizedName': 'Knorr Caldo De Tomate Mexican Tomato and Chicken Bouillon, 35.3-Ounce', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 2.4}, 'width': {'unit': 'IN', 'value': 7.99999999184}}, 'B00SG16TIC': {'asin': 'B00SG16TIC', 'height': {'unit': 'IN', 'value': 4.199999995716}, 'length': {'unit': 'IN', 'value': 7.799999992044}, 'name': 'Parks and Recreation: The Complete Series', 'normalizedName': 'Parks and Recreation: The Complete Series', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.95}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",3,00818.jpg
"{'B008OFGXEK': {'asin': 'B008OFGXEK', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'Knorr Caldo De Tomate Mexican Tomato and Chicken Bouillon, 35.3-Ounce', 'normalizedName': 'Knorr Caldo De Tomate Mexican Tomato and Chicken Bouillon, 35.3-Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.4}, 'width': {'unit': 'IN', 'value': 7.99999999184}}, 'B00SG16TIC': {'asin': 'B00SG16TIC', 'height': {'unit': 'IN', 'value': 4.199999995716}, 'length': {'unit': 'IN', 'value': 7.799999992044}, 'name': 'Parks and Recreation: The Complete Series', 'normalizedName': 'Parks and Recreation: The Complete Series', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.95}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",2,00819.jpg
"{'B0012LOQUQ': {'asin': 'B0012LOQUQ', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 5.899999993982}, 'name': 'American Weigh 100g x 0.01g Digital Scale', 'normalizedName': 'American Weigh 100g x 0.01g Digital Scale', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.3499999999999999}, 'width': {'unit': 'IN', 'value': 3.899999996022}}, 'B00IAC5UKU': {'asin': 'B00IAC5UKU', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 5.599999994287999}, 'name': 'Spiceologist - Tandoori Glory BBQ Rub and Seasoning - Moroccan Spice Blend - 9 oz.', 'normalizedName': 'Spiceologist - Tandoori Glory BBQ Rub and Seasoning - Moroccan Spice Blend - 9 oz.', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.75}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}, 'B017DJUZMI': {'asin': 'B017DJUZMI', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 6.099999993778}, 'name': 'Premium Miniature Yarn Pack - Pastel Brights Adventure - 8 Acrylic Yarn Skeins - Pastel Colors - Perfect for Any Crochet and Knitting Mini Yarn Project - FREE Ebook', 'normalizedName': 'Premium Miniature Yarn Pack - Pastel Brights Adventure - 8 Acrylic Yarn Skeins - Pastel Colors - Perfect for Any Crochet and Knitting Mini Yarn Project - FREE Ebook', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3799999996813356}, 'width': {'unit': 'IN', 'value': 6.099999993778}}}",6,00820.jpg
